E09000001,38334
S12000033,9813
E06000056,9276
E07000077,4314
E08000025,38721
E07000092,3318
E07000098,8454
E08000004,5524
E06000026,5213
E09000008,16946
E09000015,22986
S12000036,18347
E07000136,1398
E07000130,5701
E09000011,8308
E09000013,11634
E07000148,5498
E07000146,3518
E09000023,7644
E08000027,9449
E07000050,2263
E08000035,26597
W06000004,2149
E09000014,10280
W06000023,3266
E09000003,38650
E07000107,4231
E09000025,9582
E07000213,4303
E09000030,17799
E07000099,6276
E09000033,62901
E08000036,7004
E07000225,5258
E06000027,3797
E09000006,13980
E09000026,17575
E08000037,4886
E06000046,3200
E06000049,16498
E07000114,2969
E09000018,11540
E06000023,18637
W06000003,2440
E07000125,1671
E07000076,2849
E06000034,4831
E07000181,4851
E06000045,7259
E07000228,6407
E07000012,6660
E06000040,8711
E07000129,3560
E06000009,3645
E07000040,3964
E07000008,4639
E06000004,4406
E06000025,8632
E09000020,10389
E06000022,7964
E07000240,9029
E08000024,3934
E09000016,9013
E07000007,8896
E07000043,2497
E06000035,7352
E06000011,10033
E09000027,11604
E09000007,41062
E08000016,4822
E07000044,2804
E07000168,2687
E07000192,3314
E07000037,3077
E07000217,5110
E07000073,2323
E07000227,6429
E08000012,13358
E06000020,3616
E07000222,7222
E06000047,8655
E07000031,4118
E06000041,6889
E08000030,6217
S12000046,19964
E08000021,7529
E07000147,2327
E09000022,10218
E07000223,1997
E06000028,8144
E07000195,2967
E07000171,2669
E07000049,3551
E09000012,21179
E06000050,11529
E06000043,21113
E06000051,9870
E07000005,5581
E09000019,21669
S12000039,1049
E07000150,1664
E07000190,4094
E08000018,5366
E07000028,2832
E07000103,5818
E07000119,5312
E06000031,5384
E07000087,4274
E08000003,24333
E09000028,16065
E08000026,10760
E07000065,7565
E06000018,9217
E09000010,14960
E08000005,4935
E06000024,6973
E09000024,12931
E07000069,3314
E07000029,1357
E06000052,13109
E08000009,12937
W06000022,3375
E07000111,6908
E07000067,5100
E09000009,14705
E08000029,7658
E07000153,3034
W06000015,10870
E07000071,6692
E06000039,5782
E08000032,12255
E07000207,8438
E07000143,3125
E07000038,2139
E07000080,2460
E06000054,16186
E07000036,2760
E07000191,691
W06000016,3421
E06000055,6339
E07000242,7418
E08000022,4313
E07000078,5816
E07000122,1965
E07000110,6235
E06000037,8460
E06000042,11581
E07000218,2047
E09000004,9037
E07000226,3083
E06000007,14396
E07000234,3866
E08000015,8060
E08000034,11871
E07000219,2931
E07000221,6011
N09000011,2174
S12000024,3512
E08000033,6684
E08000001,8900
E07000123,5490
E07000214,4472
E07000156,2736
S12000017,6009
E08000007,12592
E07000216,7661
E09000032,15133
E07000102,5717
E08000017,7534
E07000212,3964
E06000015,8028
E08000019,16025
E07000177,5544
E07000004,7933
E07000187,4062
E07000138,2811
E07000006,5348
E06000021,4998
E07000179,5979
E07000090,4635
E07000127,3318
E07000063,3236
E06000014,6152
E07000198,2105
E07000209,6605
E06000033,10062
E07000237,2736
E08000028,6486
E07000167,1439
E07000211,7423
E07000072,7448
E06000016,10678
E07000149,3299
E07000112,3279
E08000002,6961
E07000074,2797
W06000012,1963
E07000128,2832
E06000019,5649
E07000086,5896
E07000082,4222
E07000027,1601
W06000011,5447
E06000044,6925
E08000031,6318
E07000010,2118
E07000032,3229
W06000002,2542
E07000096,7794
E07000178,4923
E06000038,6810
E07000236,2711
E07000118,3623
E07000039,2258
E07000170,1796
E07000189,4596
E07000210,4821
E07000084,5931
E07000134,3256
E09000005,15243
E07000079,4336
E06000010,5417
E08000006,7950
E07000094,7646
E07000126,2790
E07000176,4399
E07000202,3542
E07000131,4093
E07000154,8192
W06000013,2933
E07000045,4011
E07000124,2432
E06000002,2785
E07000035,2905
E06000030,6307
E09000031,9699
E06000012,4156
E07000033,1307
E07000041,4360
E07000175,2918
W06000009,2753
E06000005,2603
W06000001,982
E07000117,1916
E08000013,3109
W06000008,1469
E07000220,3873
E07000042,2318
E07000075,2905
E06000029,9020
E06000008,3897
E07000068,4152
E07000139,3054
E07000215,5165
E07000062,2551
E09000017,13179
E08000023,2491
E09000029,8121
E07000203,3428
E07000093,4997
E06000036,3959
E07000145,2029
E07000081,3114
E07000091,6259
E07000085,4994
E06000057,6475
S12000038,3757
S12000045,1829
E07000204,3826
E07000121,3434
E07000229,4845
E08000014,6935
S12000029,6837
E07000070,7026
E07000066,7508
S12000010,1760
E09000002,5735
E07000120,1644
E08000008,5297
E07000113,3311
E06000013,3914
E07000109,3307
E07000206,2932
S12000014,2737
E07000165,6852
E09000021,7769
N09000009,2826
E07000151,2706
S12000042,3096
E07000201,1480
E07000243,2979
E07000053,1348
E07000135,1376
E07000009,2680
E07000238,5303
E07000137,2698
E06000032,6255
S12000015,6088
S12000034,7848
E07000064,3135
E07000011,6248
W06000021,2692
E07000172,3397
N09000003,8791
E07000116,6324
E07000200,2863
E07000194,4335
E07000174,2343
E07000034,2942
E07000224,3959
W06000006,2656
E07000052,4636
E07000141,4180
E07000132,2893
W06000005,3393
E07000061,3944
E07000205,3685
E07000241,4433
W06000014,3142
E07000188,3189
E07000208,3540
E07000083,3546
S12000040,2904
E07000152,2839
S12000021,1647
E07000105,5219
E07000193,3638
E07000089,3863
E06000006,2529
E07000196,2944
S12000030,2540
E07000115,5238
E07000133,1469
S12000044,4810
E06000017,1173
S12000026,2344
E07000088,1420
E07000144,3506
E07000048,1786
E07000047,1232
E07000108,2371
E07000180,4232
E07000142,2398
E07000095,4390
E07000140,2651
N09000010,3440
E07000235,3019
E08000010,6540
E07000051,1473
E07000106,4730
E07000164,2607
W06000020,1324
S12000008,1820
S12000005,697
E07000163,1945
E06000001,1708
S12000019,1452
E07000239,2644
E06000003,1882
E07000026,2868
E07000155,3505
E07000173,2589
N09000007,2372
E07000169,2034
E07000046,1475
E07000166,1378
E07000197,3544
E07000030,1658
N09000005,2478
N09000004,1875
W06000018,2238
N09000006,2187
W06000010,3599
S12000028,2138
E07000199,1996
S12000011,2144
N09000002,3147
E08000011,2117
S12000006,2094
W06000019,669
S12000020,1704
N09000001,1539
S12000041,2667
S12000018,1169
S12000013,669
E06000053,48
S12000035,1737
N09000008,1716
W06000024,722
S12000023,452
S12000027,680
M99999999,260
,62
L99999999,22
